libellé_du_département;année;tour;parti;tendance_politique;inscrits;abstentions;votants;exprimés;voix;%_voix/ins;%_voix/exp;taux_de_chômage;incidents_de_délinquance;pib;18-24_ans;25-34_ans;35-49_ans;50-64_ans;65_ans_et_plus;moyenne_du_parti_18-24_ans;moyenne_du_parti_25-34_ans;moyenne_du_parti_35-49_ans;moyenne_du_parti_50-64_ans;moyenne_du_parti_65_ans_et_plus
MAYENNE;2022;2;Rassemblement national;Extrême Droite;224819;51035;173784;173784;57006;25,35639781;32,80278967;4,975;10024;33636;35525;30009;54868;60452;70148;18;20;28,8;27;18,1
MEURTHEETMOSELLE;2022;2;Rassemblement national;Extrême Droite;492287;133308;358979;358979;150177;30,50598533;41,83448057;7;35003;29709;99729;88308;135347;138301;149244;18;20;28,8;27;18,1
MEUSE;2022;2;Rassemblement national;Extrême Droite;134802;32475;102327;102327;52499;38,94526787;51,30512963;7,2;7939;24473;19122;17722;32187;37527;43531;18;20;28,8;27;18,1
MORBIHAN;2022;2;Rassemblement national;Extrême Droite;609316;135060;474256;474256;159717;26,21250714;33,67738099;5,775;28808;30893;80879;69191;137729;161421;200950;18;20;28,8;27;18,1
MOSELLE;2022;2;Rassemblement national;Extrême Droite;746147;212882;533265;533265;244993;32,83441467;45,94207383;7,175;40994;27670;115939;121985;201305;218147;221156;18;20;28,8;27;18,1
NIEVRE;2022;2;Rassemblement national;Extrême Droite;154239;41089;113150;113150;50779;32,92228295;44,87759611;6,65;7812;26220;19135;16610;31824;42490;61856;18;20;28,8;27;18,1
NORD;2022;2;Rassemblement national;Extrême Droite;1814746;521129;1293617;1293617;565618;31,16788796;43,72376059;9,25;153002;34613;356817;321674;496530;469965;472851;18;20;28,8;27;18,1
OISE;2022;2;Rassemblement national;Extrême Droite;564184;145130;419054;419054;203866;36,13466529;48,64910012;7,375;40038;28827;99587;94508;164156;161077;149877;18;20;28,8;27;18,1
ORNE;2022;2;Rassemblement national;Extrême Droite;205553;48758;156795;156795;64551;31,40357961;41,16904238;6,575;11262;26511;28857;24532;45498;57356;75222;18;20;28,8;27;18,1
PASDECALAIS;2022;2;Rassemblement national;Extrême Droite;1093839;273743;820096;820096;437820;40,02600017;53,38643281;8,25;66908;26210;177478;158158;275634;281987;294510;18;20;28,8;27;18,1
PUYDEDOME;2022;2;Rassemblement national;Extrême Droite;468144;116492;351652;351652;124825;26,6638043;35,4967411;6,3;27582;35902;84047;73761;122960;129009;150689;18;20;28,8;27;18,1
PYRENEESATLANTIQUES;2022;2;Rassemblement national;Extrême Droite;519954;124853;395101;395101;128742;24,76026725;32,58457964;5,725;24815;34096;72617;69762;127516;144652;174858;18;20;28,8;27;18,1
HAUTESPYRENEES;2022;2;Rassemblement national;Extrême Droite;177443;43422;134021;134021;52182;29,40775348;38,93568918;7,9;8864;26797;24059;21573;38696;49292;64168;18;20;28,8;27;18,1
PYRENEESORIENTALES;2022;2;Rassemblement national;Extrême Droite;362124;94558;267566;267566;136610;37,72464681;51,05656175;11,65;28264;26234;50085;45171;84687;99664;131711;18;20;28,8;27;18,1
BASRHIN;2022;2;Rassemblement national;Extrême Droite;778994;197584;581410;581410;221958;28,49290238;38,17581397;6,2;50041;37740;145127;144727;220146;231962;228550;18;20;28,8;27;18,1
HAUTRHIN;2022;2;Rassemblement national;Extrême Droite;531918;141261;390657;390657;170781;32,1066405;43,71635476;6,875;31136;31501;84749;84299;146600;160595;162245;18;20;28,8;27;18,1
RHONE;2022;2;Rassemblement national;Extrême Droite;1181791;315207;866584;866584;251470;21,27872018;29,01853715;6,35;141213;55237;267034;266524;368087;322941;333802;18;20;28,8;27;18,1
HAUTESAONE;2022;2;Rassemblement national;Extrême Droite;177724;40527;137197;137197;70052;39,41617339;51,0594255;6,375;7546;24012;24490;21634;42220;49697;55335;18;20;28,8;27;18,1
SAONEETLOIRE;2022;2;Rassemblement national;Extrême Droite;402996;102315;300681;300681;126860;31,47922064;42,19089334;6,375;20427;29418;56032;49475;93829;114865;148257;18;20;28,8;27;18,1
SARTHE;2022;2;Rassemblement national;Extrême Droite;411271;103599;307672;307672;124658;30,31042792;40,51652409;7,125;24460;28983;67499;57321;100687;111445;131160;18;20;28,8;27;18,1
SAVOIE;2022;2;Rassemblement national;Extrême Droite;320730;79968;240762;240762;92337;28,78963614;38,35198246;5,275;18227;36918;49032;48312;85886;90368;95244;18;20;28,8;27;18,1
HAUTESAVOIE;2022;2;Rassemblement national;Extrême Droite;565833;147179;418654;418654;147032;25,98505213;35,12017083;5,425;38845;31857;90937;107813;181520;162307;150679;18;20;28,8;27;18,1
PARIS;2022;2;Rassemblement national;Extrême Droite;1368623;354494;1014129;1014129;141405;10,33191756;13,9434924;5,725;261729;127132;268930;395141;423642;369986;376425;18;20;28,8;27;18,1
SEINEMARITIME;2022;2;Rassemblement national;Extrême Droite;879653;222738;656915;656915;268699;30,54602212;40,90316099;7,85;58782;35060;157564;145224;227348;237242;266549;18;20;28,8;27;18,1
SEINEETMARNE;2022;2;Rassemblement national;Extrême Droite;899809;266519;633290;633290;248317;27,5966344;39,2106302;6,725;77245;31759;185660;175094;294153;269887;228135;18;20;28,8;27;18,1
YVELINES;2022;2;Rassemblement national;Extrême Droite;961628;254934;706694;706694;189475;19,7035652;26,81146295;6,425;74650;43427;180255;167147;295017;275161;250788;18;20;28,8;27;18,1
DEUXSEVRES;2022;2;Rassemblement national;Extrême Droite;273265;64482;208783;208783;71801;26,27522734;34,39025208;5,275;12824;33964;39486;35183;68591;78052;90478;18;20;28,8;27;18,1
SOMME;2022;2;Rassemblement national;Extrême Droite;409946;98487;311459;311459;146537;35,74543964;47,04856819;8,675;24651;30463;75724;63817;102773;108319;119862;18;20;28,8;27;18,1
TARN;2022;2;Rassemblement national;Extrême Droite;298180;71489;226691;226691;94441;31,67247971;41,66067466;7,8;15039;26510;41488;35385;69405;81740;103875;18;20;28,8;27;18,1
TARNETGARONNE;2022;2;Rassemblement national;Extrême Droite;188728;43807;144921;144921;67770;35,90882116;46,76340903;8,575;9132;25847;28437;25163;50331;53160;60785;18;20;28,8;27;18,1
VAR;2022;2;Rassemblement national;Extrême Droite;821141;214221;606920;606920;310137;37,76903114;51,10014499;7,375;62667;28968;109610;107168;193851;223039;300885;18;20;28,8;27;18,1
VAUCLUSE;2022;2;Rassemblement national;Extrême Droite;411727;106789;304938;304938;145707;35,38922636;47,78250005;9,5;30787;34561;59613;58101;102165;113272;131258;18;20;28,8;27;18,1
VENDEE;2022;2;Rassemblement national;Extrême Droite;551209;120713;430496;430496;150772;27,35296412;35,02285736;5,2;23186;32219;72977;63818;127103;140495;184162;18;20;28,8;27;18,1
VIENNE;2022;2;Rassemblement national;Extrême Droite;306076;76152;229924;229924;83024;27,12528914;36,10932308;5,875;18089;30737;58643;48184;78203;82986;100888;18;20;28,8;27;18,1
HAUTEVIENNE;2022;2;Rassemblement national;Extrême Droite;263777;64447;199330;199330;71263;27,01638126;35,75126674;6,525;14747;29909;43822;37727;63837;74115;95931;18;20;28,8;27;18,1
VOSGES;2022;2;Rassemblement national;Extrême Droite;277925;67785;210140;210140;100853;36,28784744;47,9932426;7,45;13597;27627;37469;34327;61811;76946;91838;18;20;28,8;27;18,1
YONNE;2022;2;Rassemblement national;Extrême Droite;237966;61722;176244;176244;83170;34,95037106;47,19025896;6,7;16916;27505;33195;31260;58590;68608;84705;18;20;28,8;27;18,1
TERRITOIREDEBELFORT;2022;2;Rassemblement national;Extrême Droite;93723;25006;68717;68717;30202;32,22474739;43,95127843;8,25;3075;28994;17318;15170;25483;27413;28837;18;20;28,8;27;18,1
ESSONNE;2022;2;Rassemblement national;Extrême Droite;799860;234023;565837;565837;178908;22,3674143;31,6182929;6,375;70077;47039;170437;165113;260706;241592;208713;18;20;28,8;27;18,1
HAUTSDESEINE;2022;2;Rassemblement national;Extrême Droite;998191;257547;740644;740644;134685;13,49290867;18,18484994;5,925;116242;122840;201667;234010;350434;292719;258251;18;20;28,8;27;18,1
SEINESAINTDENIS;2022;2;Rassemblement national;Extrême Droite;794364;308171;486193;486193;116225;14,63120182;23,90511587;10,225;147167;41976;224269;236948;354821;277263;212251;18;20;28,8;27;18,1
VALDEMARNE;2022;2;Rassemblement national;Extrême Droite;796782;245481;551301;551301;128873;16,17418566;23,3761593;7,175;92745;42043;183719;199631;290551;255586;221028;18;20;28,8;27;18,1
VALDOISE;2022;2;Rassemblement national;Extrême Droite;733876;238978;494898;494898;153446;20,9089819;31,00558095;8,075;81794;32252;166061;160812;258531;224969;183779;18;20;28,8;27;18,1
AIN;2022;1;Lutte ouvrière;Extrême Gauche;438109;97541;340568;340568;1658;0,378444634;0,48683376;5,45;27221;28514;74051;72746;134750;131597;124779;0,6;0,1;0,6;0,7;0,7
AISNE;2022;1;Lutte ouvrière;Extrême Gauche;373544;101089;272455;272455;2038;0,545584991;0,748013433;10,375;23597;24644;60806;54693;95598;104200;114880;0,6;0,1;0,6;0,7;0,7
ALLIER;2022;1;Lutte ouvrière;Extrême Gauche;249991;58497;191494;191494;1359;0,54361957;0,70968281;7,625;13505;27292;34565;29379;54926;69663;96546;0,6;0,1;0,6;0,7;0,7
ALPESDEHAUTEPROVENCE;2022;1;Lutte ouvrière;Extrême Gauche;128075;29290;98785;98785;505;0,394300215;0,511211216;8,225;7821;28395;15633;14985;28493;36148;44800;0,6;0,1;0,6;0,7;0,7
HAUTESALPES;2022;1;Lutte ouvrière;Extrême Gauche;113519;25357;88162;88162;428;0,377029396;0,48546993;6,775;6025;28286;13043;13023;24942;30559;36844;0,6;0,1;0,6;0,7;0,7
ALPESMARITIMES;2022;1;Lutte ouvrière;Extrême Gauche;778582;208250;570332;570332;1627;0,20896964;0,285272438;7,375;69128;38163;117058;115854;202654;221093;277911;0,6;0,1;0,6;0,7;0,7
ARDECHE;2022;1;Lutte ouvrière;Extrême Gauche;255859;54114;201745;201745;1219;0,476434286;0,60422811;8,05;12952;25235;32531;29195;58657;71148;87395;0,6;0,1;0,6;0,7;0,7
ARDENNES;2022;1;Lutte ouvrière;Extrême Gauche;186197;49368;136829;136829;1081;0,580567893;0,7900372;9,375;11939;25834;28762;27417;47891;55910;60197;0,6;0,1;0,6;0,7;0,7
ARIEGE;2022;1;Lutte ouvrière;Extrême Gauche;119039;25028;94011;94011;417;0,350305362;0,443565115;9,4;6414;23551;15293;13647;27212;32975;41624;0,6;0,1;0,6;0,7;0,7
AUBE;2022;1;Lutte ouvrière;Extrême Gauche;205551;52384;153167;153167;1005;0,488929755;0,656146559;9,5;15324;29745;38452;33663;55626;58886;69962;0,6;0,1;0,6;0,7;0,7
AUDE;2022;1;Lutte ouvrière;Extrême Gauche;279927;62972;216955;216955;1026;0,36652413;0,472909129;10,05;16453;25206;37656;34409;65055;78964;103720;0,6;0,1;0,6;0,7;0,7
AVEYRON;2022;1;Lutte ouvrière;Extrême Gauche;219468;43833;175635;175635;894;0,40734868;0,509010163;5,675;8088;28984;27367;25273;47690;58989;79956;0,6;0,1;0,6;0,7;0,7
BOUCHESDURHONE;2022;1;Lutte ouvrière;Extrême Gauche;1411184;383816;1027368;1027368;3578;0,253545959;0,348268585;8,75;158111;42891;245731;240862;386332;393178;439484;0,6;0,1;0,6;0,7;0,7
CALVADOS;2022;1;Lutte ouvrière;Extrême Gauche;512148;117799;394349;394349;2757;0,538320954;0,699126915;6,375;27671;31592;88947;75800;125057;133557;160641;0,6;0,1;0,6;0,7;0,7
CANTAL;2022;1;Lutte ouvrière;Extrême Gauche;115745;25019;90726;90726;555;0,479502354;0,611732028;4,025;4145;26313;13278;12280;24577;31902;41190;0,6;0,1;0,6;0,7;0,7
CHARENTE;2022;1;Lutte ouvrière;Extrême Gauche;257608;59909;197699;197699;1319;0,51201826;0,667175858;6,9;15746;34389;35818;33915;60848;74377;92938;0,6;0,1;0,6;0,7;0,7
CHARENTEMARITIME;2022;1;Lutte ouvrière;Extrême Gauche;519202;116437;402765;402765;2330;0,448765606;0,578501111;6,925;29002;29264;67355;57603;113309;137197;193068;0,6;0,1;0,6;0,7;0,7
CHER;2022;1;Lutte ouvrière;Extrême Gauche;224570;59808;164762;164762;1304;0,580665271;0,791444629;7,45;11394;29042;30167;28549;49996;62739;80877;0,6;0,1;0,6;0,7;0,7
CORREZE;2022;1;Lutte ouvrière;Extrême Gauche;185032;38430;146602;146602;885;0,478295646;0,603675257;6,05;8478;28873;24152;21064;40411;50159;68327;0,6;0,1;0,6;0,7;0,7
COTEDOR;2022;1;Lutte ouvrière;Extrême Gauche;366859;77886;288973;288973;1775;0,483837115;0,614244237;5,625;22358;38762;71365;62695;96313;102742;118222;0,6;0,1;0,6;0,7;0,7
COTESDARMOR;2022;1;Lutte ouvrière;Extrême Gauche;471752;96597;375155;375155;2603;0,551772965;0,693846543;6,275;20255;29043;63331;52861;104033;124909;164540;0,6;0,1;0,6;0,7;0,7
CREUSE;2022;1;Lutte ouvrière;Extrême Gauche;90946;21967;68979;68979;490;0,538781255;0,710361124;6,95;4117;23192;10190;9244;17960;26056;35306;0,6;0,1;0,6;0,7;0,7
DORDOGNE;2022;1;Lutte ouvrière;Extrême Gauche;318168;64856;253312;253312;1294;0,406703377;0,510832491;7,225;14408;25325;37028;34631;67508;91544;125077;0,6;0,1;0,6;0,7;0,7
DOUBS;2022;1;Lutte ouvrière;Extrême Gauche;368379;84117;284262;284262;2069;0,561649823;0,72784966;6,525;24466;30718;69425;64616;102486;101875;111912;0,6;0,1;0,6;0,7;0,7
DROME;2022;1;Lutte ouvrière;Extrême Gauche;382188;84289;297899;297899;2041;0,534030372;0,685131538;7,825;26397;36594;56872;53590;95879;103546;120522;0,6;0,1;0,6;0,7;0,7
EURE;2022;1;Lutte ouvrière;Extrême Gauche;432198;106463;325735;325735;2197;0,508331829;0,67447465;7,05;25122;26893;65974;61243;115438;119416;122271;0,6;0,1;0,6;0,7;0,7
EUREETLOIR;2022;1;Lutte ouvrière;Extrême Gauche;303888;78960;224928;224928;1419;0,466948349;0,630868545;6,725;16016;28912;47144;43119;81786;85351;91970;0,6;0,1;0,6;0,7;0,7
FINISTERE;2022;1;Lutte ouvrière;Extrême Gauche;709701;154870;554831;554831;3627;0,511060292;0,653712572;6,125;33535;31679;105414;90787;165591;189561;227862;0,6;0,1;0,6;0,7;0,7
GARD;2022;1;Lutte ouvrière;Extrême Gauche;555038;132723;422315;422315;1768;0,318536749;0,41864485;9,925;36238;27640;83657;72248;134253;156197;184628;0,6;0,1;0,6;0,7;0,7
HAUTEGARONNE;2022;1;Lutte ouvrière;Extrême Gauche;930321;183366;746955;746955;3006;0,32311428;0,402433882;7,425;87144;43037;196948;204214;290369;259794;251409;0,6;0,1;0,6;0,7;0,7
GERS;2022;1;Lutte ouvrière;Extrême Gauche;147278;28267;119011;119011;529;0,359184671;0,444496727;5,675;6248;24635;17954;15539;32346;43164;54756;0,6;0,1;0,6;0,7;0,7
GIRONDE;2022;1;Lutte ouvrière;Extrême Gauche;1158548;249014;909534;909534;3679;0,317552661;0,40449285;6,55;96510;39671;210682;207580;330585;310564;336258;0,6;0,1;0,6;0,7;0,7
HERAULT;2022;1;Lutte ouvrière;Extrême Gauche;847365;195766;651599;651599;2580;0,304473279;0,395949042;10,1;72342;33124;154125;143096;222417;226200;272040;0,6;0,1;0,6;0,7;0,7
ILLEETVILAINE;2022;1;Lutte ouvrière;Extrême Gauche;771636;161427;610209;610209;3783;0,490257064;0,619951525;5,4;43547;38731;150107;134803;214259;201598;209327;0,6;0,1;0,6;0,7;0,7
INDRE;2022;1;Lutte ouvrière;Extrême Gauche;166100;41406;124694;124694;1085;0,653220951;0,870130078;7,125;8574;26781;20955;19022;34891;46716;63661;0,6;0,1;0,6;0,7;0,7
INDREETLOIRE;2022;1;Lutte ouvrière;Extrême Gauche;440502;105536;334966;334966;2243;0,509191786;0,6696202;6,475;29761;34428;77078;68290;111713;117954;139374;0,6;0,1;0,6;0,7;0,7
ISERE;2022;1;Lutte ouvrière;Extrême Gauche;885440;198676;686764;686764;3479;0,392911999;0,506578679;5,9;73067;37121;163509;145786;247797;245679;248660;0,6;0,1;0,6;0,7;0,7
JURA;2022;1;Lutte ouvrière;Extrême Gauche;190597;41634;148963;148963;1053;0,552474593;0,706886945;5,1;9014;29254;27142;24660;45791;53944;64073;0,6;0,1;0,6;0,7;0,7
LANDES;2022;1;Lutte ouvrière;Extrême Gauche;329337;65654;263683;263683;1115;0,338558984;0,422856233;6,875;16265;27946;40136;37900;78570;90598;113276;0,6;0,1;0,6;0,7;0,7
LOIRETCHER;2022;1;Lutte ouvrière;Extrême Gauche;244718;59350;185368;185368;1246;0,509157479;0,672176427;5,975;12288;29269;33297;30511;57164;67817;84837;0,6;0,1;0,6;0,7;0,7
LOIRE;2022;1;Lutte ouvrière;Extrême Gauche;513794;118592;395202;395202;2390;0,465166974;0,604754025;7,125;36044;30682;93472;79920;137243;145024;178372;0,6;0,1;0,6;0,7;0,7
HAUTELOIRE;2022;1;Lutte ouvrière;Extrême Gauche;180706;37000;143706;143706;1020;0,564452758;0,709782473;5,6;8195;26151;23906;20766;40002;48287;57051;0,6;0,1;0,6;0,7;0,7
LOIREATLANTIQUE;2022;1;Lutte ouvrière;Extrême Gauche;1056693;236339;820354;820354;4712;0,445919487;0,57438618;5,7;83328;40013;186579;178576;292411;269223;284053;0,6;0,1;0,6;0,7;0,7
LOIRET;2022;1;Lutte ouvrière;Extrême Gauche;457550;114468;343082;343082;1959;0,428149929;0,571000519;7,075;31666;35512;81981;75614;127236;129397;144373;0,6;0,1;0,6;0,7;0,7
LOT;2022;1;Lutte ouvrière;Extrême Gauche;139278;27164;112114;112114;618;0,443716883;0,551224646;7,3;5991;27592;14932;14525;28357;38958;53568;0,6;0,1;0,6;0,7;0,7
LOTETGARONNE;2022;1;Lutte ouvrière;Extrême Gauche;241304;52907;188397;188397;889;0,368414945;0,471875879;7,425;13940;27852;33327;29763;55800;68420;90618;0,6;0,1;0,6;0,7;0,7
LOZERE;2022;1;Lutte ouvrière;Extrême Gauche;59812;11680;48132;48132;235;0,392897746;0,488240671;4,625;2465;27946;7863;7073;13346;16640;19768;0,6;0,1;0,6;0,7;0,7
MAINEETLOIRE;2022;1;Lutte ouvrière;Extrême Gauche;589263;136866;452397;452397;3071;0,521159482;0,678828551;6,45;30023;31583;110347;88697;150980;153397;175654;0,6;0,1;0,6;0,7;0,7
MANCHE;2022;1;Lutte ouvrière;Extrême Gauche;384613;93460;291153;291153;2249;0,584743625;0,772446102;5,075;15348;29811;49789;48042;85135;104232;128082;0,6;0,1;0,6;0,7;0,7
MARNE;2022;1;Lutte ouvrière;Extrême Gauche;380644;101010;279634;279634;1778;0,46710312;0,635831122;7,1;29170;36958;73719;66976;103557;106962;116093;0,6;0,1;0,6;0,7;0,7
HAUTEMARNE;2022;1;Lutte ouvrière;Extrême Gauche;129389;33273;96116;96116;696;0,537912806;0,724125016;6,275;7176;28140;17304;17220;28406;35752;43892;0,6;0,1;0,6;0,7;0,7
MAYENNE;2022;1;Lutte ouvrière;Extrême Gauche;224722;52812;171910;171910;1273;0,566477692;0,740503752;4,975;10024;33636;35525;30009;54868;60452;70148;0,6;0,1;0,6;0,7;0,7
MEURTHEETMOSELLE;2022;1;Lutte ouvrière;Extrême Gauche;492057;130919;361138;361138;2373;0,482261201;0,657089534;7;35003;29709;99729;88308;135347;138301;149244;0,6;0,1;0,6;0,7;0,7
MEUSE;2022;1;Lutte ouvrière;Extrême Gauche;134805;34092;100713;100713;702;0,520752198;0,697030175;7,2;7939;24473;19122;17722;32187;37527;43531;0,6;0,1;0,6;0,7;0,7
MORBIHAN;2022;1;Lutte ouvrière;Extrême Gauche;608972;130520;478452;478452;2952;0,484751351;0,616989792;5,775;28808;30893;80879;69191;137729;161421;200950;0,6;0,1;0,6;0,7;0,7
MOSELLE;2022;1;Lutte ouvrière;Extrême Gauche;745914;210299;535615;535615;3499;0,46908893;0,653267739;7,175;40994;27670;115939;121985;201305;218147;221156;0,6;0,1;0,6;0,7;0,7
NIEVRE;2022;1;Lutte ouvrière;Extrême Gauche;154186;38850;115336;115336;833;0,540256573;0,722237636;6,65;7812;26220;19135;16610;31824;42490;61856;0,6;0,1;0,6;0,7;0,7
NORD;2022;1;Lutte ouvrière;Extrême Gauche;1813906;514033;1299873;1299873;7673;0,423009792;0,590288436;9,25;153002;34613;356817;321674;496530;469965;472851;0,6;0,1;0,6;0,7;0,7
OISE;2022;1;Lutte ouvrière;Extrême Gauche;564121;142081;422040;422040;2859;0,506806164;0,677423941;7,375;40038;28827;99587;94508;164156;161077;149877;0,6;0,1;0,6;0,7;0,7
ORNE;2022;1;Lutte ouvrière;Extrême Gauche;205538;50935;154603;154603;1203;0,58529323;0,778122029;6,575;11262;26511;28857;24532;45498;57356;75222;0,6;0,1;0,6;0,7;0,7
PASDECALAIS;2022;1;Lutte ouvrière;Extrême Gauche;1093723;286319;807404;807404;5887;0,538253287;0,72912693;8,25;66908;26210;177478;158158;275634;281987;294510;0,6;0,1;0,6;0,7;0,7
PUYDEDOME;2022;1;Lutte ouvrière;Extrême Gauche;468103;100869;367234;367234;2556;0,546033672;0,696013986;6,3;27582;35902;84047;73761;122960;129009;150689;0,6;0,1;0,6;0,7;0,7
